Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50
2015-12-15,36.41482925415039,37.01390772510654,35.48967024294141,36.17974705987025,20086900,0.025410739350703704,37.41138553619385,40.78830177307129
2015-12-16,36.452754974365234,36.85466709754134,35.75509597618889,36.589253977101656,13308300,0.0010414910900762298,37.24485492706299,40.67152847290039
2015-12-17,36.050838470458984,37.61298903428338,36.050838470458984,37.40065856373304,15328000,-0.01102568253589864,37.245205307006835,40.54236152648926
2015-12-18,35.96742248535156,36.43000206636925,35.65650876753757,35.92192185855473,46440200,-0.0023138431350431254,37.226742553710935,40.395757064819335
2015-12-21,36.975990295410156,37.10490727477339,36.050834146974104,36.103916758245624,16779000,0.028041147804498623,37.212526893615724,40.26752182006836
2015-12-22,37.211082458496094,37.30208083178051,36.725753943931075,36.80158543953706,10139800,0.006357968000525016,37.234470176696775,40.14383819580078
2015-12-23,37.18832778930664,37.552324118469635,37.08216255489898,37.3399936496543,9397900,-0.0006115024795323443,37.23875541687012,40.023904724121095
2015-12-24,37.575077056884766,37.82532618749461,37.15799806532102,37.15799806532102,5338500,0.010399748807456088,37.274017906188966,39.89488571166992
2015-12-28,37.59781265258789,37.772227323419266,37.332396759143386,37.499229441149375,8395600,0.0006050711664198349,37.31345062255859,39.75686004638672
2015-12-29,38.583656311035156,38.864236329187676,37.96941075399031,38.12865863785096,14371300,0.026220771605962367,37.39269618988037,39.62878913879395
2015-12-30,38.227237701416016,38.86423205966638,38.189321956012556,38.58365207233763,8529300,-0.009237554024064898,37.43478355407715,39.505754928588864
2015-12-31,37.908729553222656,38.24997404287901,37.832895194466246,37.96181215795965,7613400,-0.008331968704648585,37.36425895690918,39.37785209655762
2016-01-04,38.00731658935547,38.05281721264094,37.0897423823232,37.484072439107386,12571300,0.002600642049858104,37.31572551727295,39.25237167358399
2016-01-05,37.264163970947266,38.371319973327736,37.211081347051355,38.26515472553592,13482300,-0.019552883105047547,37.194393730163576,39.09010131835937
2016-01-06,36.88499450683594,36.90016138150708,36.21766648523345,36.672664047011054,15783500,-0.010175176998656,37.05069122314453,38.9157421875
2016-01-07,34.98918151855469,36.39966916140486,34.8678494037281,36.23283641872363,20495600,-0.05139794687863919,36.92405033111572,38.726294631958005
2016-01-08,34.79201126098633,35.52758580081207,34.76167751488613,35.49725494749712,15285500,-0.005635177760983101,36.821297073364256,38.531852340698244
2016-01-11,34.93609619140625,35.28492563289854,34.374936288620496,35.15601153648053,13624900,0.004141322251797863,36.726506042480466,38.32542373657227
2016-01-12,35.27734375,35.398675855794565,34.59484884691459,35.22426113451398,9290700,0.009767764455540062,36.690864944458006,38.12987495422363
2016-01-13,34.95884323120117,36.376915574443764,34.936094366618114,35.80817081758397,17285100,-0.009028472241446095,36.66318550109863,37.93666694641113
2016-01-14,36.19491958618164,36.407250057542974,34.76168311892119,35.04226308361806,21649400,0.035358045081916645,36.65219001770019,37.74985801696777
2016-01-15,34.74650955200195,35.26975363828509,34.22326546571881,34.91334225753505,17273300,-0.04001694300579839,36.56687774658203,37.53062675476074
2016-01-19,34.951263427734375,35.322844631627326,34.48110187595574,35.26217713189558,12680000,0.0058927897613998415,36.5118989944458,37.324651641845705
2016-01-20,34.82992935180664,35.019510938571194,33.66210608306848,34.50384879114877,14761500,-0.0034715218858570873,36.455024337768556,37.25426773071289
2016-01-21,35.679264068603516,35.975010964150755,34.66310636251597,35.15601978361887,12913700,0.02438519780554249,36.39018802642822,37.16557762145996
2016-01-22,36.452754974365234,36.612002846629046,35.97500846478775,36.25559135529376,12154900,0.02167900392436528,36.35227165222168,37.099565963745114
2016-01-25,36.081172943115234,36.695415500290736,36.03567231589322,36.37691978809392,9365800,-0.010193523960296269,36.29691390991211,37.03618499755859
2016-01-26,36.79399108886719,37.04423725454413,36.03566481636651,36.09632941391828,9273400,0.019755958235497584,36.25785961151123,36.97834983825683
2016-01-27,36.04324722290039,36.83949213245826,35.76266730881168,36.39966150078686,12305000,-0.02040398020844092,36.180131340026854,36.9095548248291
2016-01-28,33.055450439453125,34.746518094657525,32.96445207441943,34.73135121835426,27935200,-0.08289477263161082,35.90372104644776,36.79061553955078
2016-01-29,34.38251876831055,34.39010075941355,33.11611218797379,33.4042770272433,24039200,0.040146732572535315,35.71148509979248,36.68575225830078
2016-02-01,34.966434478759766,35.19393184435296,33.66211200660606,33.90477624894359,13120400,0.016982924211689676,35.56437034606934,36.58941360473633
2016-02-02,32.72178649902344,34.42802096065253,32.51703801649366,34.26118822093514,21079700,-0.0641943627709548,35.30009384155274,36.52297271728516
2016-02-03,33.919944763183594,34.12469326993755,32.84312249742511,33.063034988869504,16733600,0.036616529607755854,35.13288288116455,36.474638061523436
2016-02-04,34.62518310546875,34.7010145879103,33.654526244845854,33.83652295981984,10798900,0.020791258570993287,35.01989231109619,36.421935653686525
2016-02-05,33.381526947021484,34.57968109992481,33.1919453557,34.46593388080323,10709800,-0.03591767745051555,34.939509582519534,36.35412185668945
2016-02-08,33.28295135498047,33.48769986777471,32.479127074513634,32.99478645999751,12799000,-0.002952998291464004,34.86405658721924,36.277728424072265
2016-02-09,33.07061004638672,33.41185745623461,32.73694462663091,33.100943792325474,10339800,-0.006379882190404862,34.77078227996826,36.201744079589844
2016-02-10,32.577701568603516,33.76069179832293,32.53220383582031,33.3663617217498,10044600,-0.01490472891464123,34.635800170898435,36.11711494445801
2016-02-11,32.6080322265625,32.82794755677757,32.03170548794184,32.236451051620286,12537700,0.0009310251030174577,34.518259620666505,36.029300689697266
2016-02-12,33.79102325439453,33.94268621042196,32.668700601635884,32.87344617083001,11696500,0.03627912962096391,34.39806480407715,35.95741134643555
2016-02-16,35.43659210205078,35.51242647724534,34.42801950064092,34.579682465458795,13832500,0.04869840239129908,34.43256893157959,35.879758758544924
2016-02-17,36.71057891845703,36.801577271544645,35.64892085888806,35.679254607512426,14868200,0.03595116631806472,34.520534706115725,35.83441062927246
2016-02-18,37.21866989135742,37.39308465741883,36.41484267609555,36.71058957910345,13173100,0.01384045111434995,34.63997173309326,35.784968032836915
2016-02-19,37.47649383544922,37.94665834316148,36.975998466582936,37.18833185137705,16196800,0.006927274533033989,34.72983322143555,35.73931701660156
2016-02-22,38.886959075927734,38.89454395641769,37.96938524597681,37.97697012646677,16793600,0.03763599782497118,34.85154342651367,35.7666162109375
2016-02-23,38.23481369018555,38.67464436760912,37.99973436992201,38.67464436760912,9358700,-0.016770284980855865,34.959225463867185,35.7943709564209
2016-02-24,39.0689811706543,39.175146416568104,37.71157605724551,37.916324556987554,10966600,0.021816962081415037,35.07297496795654,35.839112243652345
2016-02-25,39.15996551513672,39.27371560518442,38.59880573262327,39.053800307244174,8352400,0.0023288128268561525,35.22881088256836,35.90250823974609
2016-02-26,39.14480972290039,39.43297457787256,38.841480884895915,39.43297457787256,9528400,-0.00038702261447265407,35.53327884674072,35.97515579223633
2016-02-29,38.87690734863281,39.44333435925252,38.815670417788745,39.16777401032938,12127300,-0.00684387984419943,35.75799827575683,36.02439735412597
2016-03-01,39.88728713989258,39.88728713989258,39.083571527250996,39.09888075757924,11977400,0.02598920182099551,36.00404090881348,36.09308799743653
2016-03-02,40.45372009277344,40.553228644772176,39.986801637875644,40.10161650254721,15664800,0.014200839252222597,36.39063758850098,36.18114562988281
2016-03-03,40.093955993652344,40.423097134572814,39.69592477858719,40.14753683799409,12365200,-0.0088932265882109,36.69933815002442,36.26367630004883
2016-03-04,40.30828094482422,40.4919887896951,39.72654478928451,40.055685943056034,12770300,0.005345567576464871,36.98349304199219,36.33032211303711
2016-03-07,40.798179626464844,40.966578302801906,40.07866305291792,40.13989707707981,10171500,0.012153797437087999,37.354325675964354,36.40206405639648
2016-03-08,40.15520095825195,40.72928409291222,39.78778810246192,40.4843421890522,11684300,-0.01575998424684133,37.69793815612793,36.46140151977539
2016-03-09,39.76481246948242,40.20111527293718,39.60406994609106,40.11691597403594,13964500,-0.009721990662564628,38.03264827728272,36.505196228027344
2016-03-10,39.81840133666992,40.08630559632273,39.16777211761143,39.734202020796914,9539100,0.0013476454146144068,38.394683265686034,36.54960800170898
2016-03-11,39.971492767333984,40.29297789525151,39.718894806880854,40.25470627334765,11404300,0.0038447407611785778,38.76285629272461,36.57736473083496
2016-03-14,39.871978759765625,40.116920610366265,39.60407452315154,39.98679652970719,7407200,-0.0024896244968285464,39.066904067993164,36.610259552001956
2016-03-15,39.51988983154297,39.672979274775095,39.02234987102313,39.61174232950694,12887600,-0.00883048544803966,39.27106895446777,36.64248275756836
2016-03-16,39.26727294921875,39.519870847200885,38.96875028428486,39.519870847200885,21052300,-0.006392145408325334,39.39890365600586,36.66768188476563
2016-03-17,39.32850646972656,39.56579219832339,39.12948943032778,39.15245473175786,10190400,0.00155940343978056,39.504395484924316,36.70896873474121
2016-03-18,39.4892578125,39.70358120754044,39.21369749319814,39.56580104788951,28991500,0.004087400138044428,39.60503368377685,36.76105400085449
2016-03-21,39.963836669921875,40.07099837917122,39.42802520373756,39.49691529110322,11796500,0.012017922941860215,39.658877563476565,36.860547103881835
2016-03-22,39.81840133666992,40.04803397636339,39.64234954890701,39.68062116886635,6623200,-0.0036391734470632153,39.73805694580078,36.961074905395506
2016-03-23,39.02998352050781,39.92555143087806,38.8922033927683,39.89493297583893,9194600,-0.019800338278172736,39.73610706329346,37.04295265197754
2016-03-24,38.93048095703125,38.96109941675427,38.37170720680269,38.754429193529404,7527300,-0.002549387791165203,39.724632835388185,37.116015396118165
2016-03-28,38.41763687133789,38.73912489951718,38.233931929467495,38.60134473314569,9065200,-0.013173330333611899,39.688274192810056,37.185191268920896
2016-03-29,38.800350189208984,38.99171116395936,38.01959706183504,38.272194950075175,10462600,0.009961917208828108,39.68444633483887,37.237299880981446
2016-03-30,39.02998352050781,39.535176348907164,38.83096648269003,39.16776072831074,7142800,0.005918331411418398,39.64158115386963,37.322969360351564
2016-03-31,39.144805908203125,39.36678537020947,38.90752013565723,38.93813567667347,7315800,0.002941902028602783,39.57613544464111,37.40684020996094
2016-04-01,38.94580841064453,39.121860256525586,38.27986973977544,39.09889786095714,9379800,-0.005083624581643242,39.51872806549072,37.48915779113769
2016-04-04,38.769737243652344,39.12184075994174,38.662572637882704,38.8922081588807,6289600,-0.004520927262202212,39.441800880432126,37.55096725463867
2016-04-05,38.32577896118164,38.67788248307696,38.27219811741222,38.60899240966813,6863300,-0.011451155309116556,39.318180847167966,37.588427734375
2016-04-06,38.746768951416016,38.830968246630185,38.06552435550023,38.379356234066044,7631600,0.010984512295517224,39.24775924682617,37.64173965454101
2016-04-07,38.295166015625,38.61665404446621,38.09615184153275,38.57838242482586,7532200,-0.011655241146875328,39.1742769241333,37.67176315307617
2016-04-08,38.70085144042969,39.15246353763973,38.46356273852703,38.5554152050963,5584800,0.010593645804777507,39.118399429321286,37.72491523742676
2016-04-11,39.03765869140625,39.48161778005534,38.930496958267014,38.930496958267014,8637200,0.00870283826946272,39.0717077255249,37.84455940246582
2016-04-12,38.899864196777344,39.11418758432788,38.42528973008523,39.075915967970595,6116900,-0.0035297837843754065,39.02310199737549,37.93490631103516
2016-04-13,39.74184799194336,40.13987919142336,39.15245872726201,39.26727356638282,13813500,0.02164490320343515,39.03419990539551,38.03041458129883
2016-04-14,39.665306091308594,39.7188869353428,39.221350109319914,39.68826847591268,7921400,-0.0019259773891310283,39.0541015625,38.16928497314453
2016-04-15,39.08356857299805,39.7954316697989,39.060603269273024,39.74950398228575,10143300,-0.01466615477443689,39.04185466766357,38.27255744934082
2016-04-18,39.45863723754883,39.59641738982229,38.99171593483732,39.10653370171091,7673100,0.009596581843601237,39.040323638916014,38.36922653198242
2016-04-19,39.6729736328125,39.74951688357408,39.267286227950144,39.59642746211307,9306400,0.0054319259424324695,39.025780487060544,38.49505546569824
2016-04-20,39.871978759765625,40.21642914965315,39.65765537047435,39.7495078344653,11216900,0.005016138411881865,39.02845935821533,38.62683601379395
2016-04-21,39.55050277709961,39.6500113466317,38.83864231488132,39.26728922374927,16728600,-0.00806270450240143,39.05448532104492,38.7564338684082
2016-04-22,40.292972564697266,40.63742295613815,39.55814700958152,39.58110939569851,14029800,0.01877270162106659,39.12260990142822,38.91073928833008
2016-04-25,40.13223648071289,40.35421598202557,39.82605765683763,40.26236058290039,6941200,-0.003989184062463624,39.208339881896975,39.061223373413085
2016-04-26,40.4996452331543,40.53791685229473,40.14754166516252,40.21643174759025,7600100,0.009154953340763328,39.29330463409424,39.19539581298828
2016-04-27,40.49199295043945,40.66804473823159,39.81074526732541,39.82605449929917,8256600,-0.00018894690733195496,39.36640510559082,39.29650382995605
2016-04-28,39.90259552001953,40.78285434560962,39.833705444978825,40.17049974521281,7795000,-0.014555900746632044,39.40429458618164,39.36034416198731
2016-04-29,38.67023849487305,39.80309547729587,38.356406512714955,39.67297137442095,11437400,-0.030884131948965554,39.390516090393064,39.38937553405762
2016-05-02,39.121849060058594,39.167773838052064,38.3717141801437,38.80036101441646,7123500,0.011678504782054011,39.40812168121338,39.4222826385498
2016-05-03,38.83097457885742,38.97640789071093,38.41763410945836,38.78504688672291,7848600,-0.007435090318830051,39.43338146209717,39.4211629486084
2016-05-04,38.64726638793945,38.945789061772224,38.3870153276863,38.41763086658783,11981800,-0.00473097038924164,39.42840633392334,39.429412002563474
2016-05-05,39.13715744018555,39.24431914641945,38.6013459890785,38.83863470998037,10189100,0.012675956103300745,39.47050590515137,39.430775527954104
2016-05-06,38.976402282714844,39.129491647865926,38.56306479272474,38.769734997688175,9434500,-0.004107481687099734,39.484283447265625,39.427104263305665
2016-05-09,39.19074249267578,39.496918411874724,38.87691049653263,39.03765307310741,7173600,0.005499230236957864,39.4919376373291,39.428022918701174
2016-05-10,39.91790771484375,39.97914171946294,39.01468351719689,39.236660068870876,8199000,0.0185545150695694,39.54283981323242,39.44884292602539
2016-05-11,39.91790771484375,40.208774346675106,39.56580123851866,39.67296585649246,8324100,0.0,39.55164279937744,39.44945533752441
2016-05-12,39.428016662597656,40.20876984363108,39.3132018218185,40.055683389258874,9516000,-0.012272463169805015,39.539778327941896,39.4289412689209
2016-05-13,39.2825927734375,39.86433195118529,39.121850205877315,39.389754485144294,6975100,-0.0036883389394046784,39.54972953796387,39.4127140045166
2016-05-16,39.73420333862305,39.93321752097458,39.12950179542266,39.28259120027482,6823600,0.011496455129380356,39.563507843017575,39.40123245239258
2016-05-17,39.79543685913086,40.017413411214605,39.42036799537335,39.60407584944458,9386200,0.0015410783497020741,39.569631004333495,39.3811775970459
